,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,sale_type
50,160,68.0,2998,6,5,2000,2000,513.0,353.0,0.0,403.0,756.0,768,756,0,1524,0.0,0.0,2,1,2,1,4,0,2000.0,2.0,440.0,0,32,0,0,0,0,0,6,2006,166000,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD 
51,50,65.0,7804,4,3,1928,1950,0.0,622.0,0.0,500.0,1122.0,1328,653,0,1981,1.0,0.0,2,0,4,1,7,2,1981.0,2.0,576.0,431,44,0,0,0,0,0,12,2009,135000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Gd,Min2,Detchd,Unf,TA,TA,Y,WD 
52,60,80.0,16692,7,5,1978,1978,184.0,790.0,469.0,133.0,1318.0,1392,1392,0,2000,1.0,0.0,3,1,5,1,12,2,1978.0,2.0,564.0,0,112,0,0,440,519,2000,7,2006,250000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
53,160,21.0,1476,4,7,1970,1970,0.0,176.0,0.0,370.0,546.0,546,546,0,1092,0.0,0.0,1,1,3,1,5,0,1964.5,0.0,0.0,200,26,0,0,0,0,0,3,2010,76000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,"""Attchd""",Unf,TA,TA,Y,WD 
54,20,75.0,10170,6,6,1951,1951,522.0,0.0,0.0,216.0,216.0,1405,0,0,1575,0.0,0.0,1,1,2,1,5,1,1951.0,2.0,400.0,0,0,0,0,0,0,0,6,2006,155000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD 
55,60,80.0,9364,6,7,1969,1969,143.0,371.0,0.0,292.0,663.0,663,689,0,1352,0.0,0.0,1,1,4,1,7,0,1969.0,1.0,299.0,379,36,0,0,0,0,0,3,2010,158000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD 
56,160,24.0,2544,7,5,2004,2005,0.0,368.0,42.0,190.0,600.0,600,600,0,1200,1.0,0.0,2,1,2,1,4,0,2004.0,2.0,480.0,0,172,0,0,0,0,0,2,2010,149500,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,WD 
57,20,82.0,9888,5,6,1954,1975,0.0,486.0,0.0,450.0,936.0,936,0,0,936,0.0,0.0,1,0,2,1,5,0,1954.0,1.0,240.0,0,0,160,0,0,0,0,3,2006,121000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Attchd,Unf,TA,TA,Y,WD 
58,20,68.0,7942,6,7,1953,1953,0.0,85.0,955.0,0.0,1040.0,1040,0,0,1040,0.0,1.0,1,0,3,1,6,0,1953.0,1.0,293.0,0,0,0,0,0,0,0,6,2007,136000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,TA,Y,FuseF,TA,Typ,Attchd,Fin,TA,TA,Y,WD 
59,60,68.0,15038,6,5,1996,1996,0.0,138.0,0.0,778.0,916.0,916,720,0,1636,0.0,0.0,2,1,3,1,7,1,1996.0,2.0,386.0,168,84,0,0,0,0,0,11,2008,173000,RL,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD 
60,60,92.0,11764,8,7,1999,2007,348.0,524.0,0.0,628.0,1152.0,1164,1106,0,2000,0.0,0.0,2,1,4,1,9,1,1999.0,3.0,576.0,132,57,0,0,0,0,0,4,2010,290000,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD 
61,60,75.0,9000,8,5,2007,2007,0.0,64.0,0.0,1120.0,1184.0,1184,1426,0,2000,0.0,0.0,2,1,4,1,11,1,2007.0,2.0,550.0,208,364,0,0,0,0,0,8,2007,303477,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Y,New
62,20,68.0,20062,7,7,1977,2001,0.0,1092.0,0.0,328.0,1318.0,1405,0,0,1483,1.0,0.0,1,1,1,1,4,2,1977.0,2.0,576.0,496,0,0,0,0,0,0,4,2010,270000,RL,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD 
63,50,81.0,7308,5,5,1920,1950,0.0,360.0,0.0,576.0,936.0,960,780,0,1740,0.0,0.0,1,0,2,1,6,1,1920.0,1.0,225.0,0,0,236,0,0,0,0,6,2008,122250,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,Fa,Fa,BrkTil,TA,TA,No,Rec,Unf,GasA,Gd,N,FuseA,Ex,Typ,Detchd,Unf,Fa,Fa,N,WD 
64,20,70.0,8750,5,5,1955,1955,0.0,172.0,483.0,727.0,1318.0,1382,0,0,1382,0.0,1.0,1,0,3,1,6,0,1955.0,1.0,350.0,280,0,0,0,0,0,0,7,2009,153000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,FuseA,Gd,Typ,Attchd,Unf,TA,TA,Y,WD 
65,20,70.0,8402,5,5,2007,2007,0.0,206.0,0.0,914.0,1120.0,1120,0,0,1120,0.0,0.0,1,0,3,1,6,0,1942.5,0.0,0.0,0,30,0,0,0,0,0,12,2007,147000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,"""Attchd""",Unf,TA,TA,Y,New
66,70,63.0,4000,7,8,1930,1995,0.0,246.0,0.0,285.0,531.0,567,531,0,1098,1.0,0.0,1,0,2,1,5,1,1930.0,1.0,216.0,0,0,0,0,0,0,0,6,2007,148500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
67,160,32.0,3363,7,5,2004,2004,117.0,0.0,0.0,976.0,976.0,976,732,0,1708,0.0,0.0,2,0,3,1,7,0,2004.0,2.0,380.0,0,40,0,0,0,0,0,4,2006,130000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,Detchd,Unf,TA,TA,Y,WD 
68,20,94.0,13615,9,5,2006,2006,510.0,0.0,0.0,1802.0,1318.0,1405,0,0,1802,0.0,0.0,2,1,3,1,7,1,2006.0,3.0,576.0,158,105,0,0,0,0,0,6,2007,372000,RL,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,WD 
69,120,43.0,3013,7,5,2005,2005,145.0,16.0,0.0,1346.0,1318.0,1405,0,0,1506,0.0,0.0,2,0,2,1,6,1,2005.0,2.0,440.0,142,20,0,0,0,0,0,4,2006,213490,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD 
70,20,44.0,17485,7,5,2009,2010,96.0,1346.0,0.0,162.0,1318.0,1405,0,0,1508,1.0,0.0,1,0,1,1,5,2,2009.0,2.0,572.0,0,0,0,0,0,0,0,1,2010,308030,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,Con
71,20,68.0,23730,7,5,1996,1997,668.0,700.0,0.0,1140.0,1318.0,1405,0,0,2000,1.0,0.0,3,0,3,1,7,0,1996.0,3.0,576.0,0,46,192,0,0,0,0,9,2008,300000,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD 
72,20,79.0,8910,6,6,1959,1959,0.0,655.0,0.0,0.0,655.0,1194,0,0,1194,0.0,1.0,1,0,3,1,6,1,1954.0,2.0,539.0,0,0,192,0,0,0,0,7,2006,159500,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,BuiltIn,Fin,TA,TA,Y,WD 
73,160,24.0,2522,7,5,2004,2004,50.0,0.0,0.0,970.0,970.0,970,739,0,1709,0.0,0.0,2,0,3,1,7,0,2004.0,2.0,380.0,0,40,0,0,0,0,0,4,2006,137500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,Detchd,Unf,TA,TA,Y,WD 
74,20,73.0,8688,7,5,2005,2005,228.0,0.0,0.0,1616.0,1318.0,1405,0,0,1616,0.0,0.0,2,0,3,1,7,0,2005.0,3.0,576.0,208,59,0,0,0,0,0,4,2006,232000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
75,30,68.0,6291,6,6,1930,1950,0.0,0.0,0.0,768.0,768.0,768,0,0,768,0.0,0.0,1,0,1,1,4,0,1930.0,2.0,440.0,0,0,84,0,0,0,0,7,2008,93850,RM,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,Gable,CompShg,Stucco,Wd Shng,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,WD 
76,30,68.0,17529,5,5,1924,1950,65.0,0.0,0.0,872.0,872.0,872,0,0,872,0.0,0.0,1,0,2,1,5,1,1924.0,1.0,322.0,0,0,116,0,0,0,0,4,2006,105000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,Stone,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,FuseF,Fa,Mod,Detchd,Unf,Fa,Fa,N,WD 
77,30,60.0,6324,4,6,1927,1950,0.0,0.0,0.0,520.0,520.0,520,0,0,520,0.0,0.0,1,0,1,1,4,0,1920.0,1.0,240.0,49,0,87,0,0,0,0,5,2008,68500,RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,Fa,Typ,Detchd,Unf,Fa,TA,Y,WD 
78,90,80.0,11600,5,5,1960,1960,361.0,443.0,0.0,662.0,1105.0,1105,1169,0,2000,0.0,0.0,2,0,5,2,12,0,1960.0,2.0,480.0,0,0,0,0,0,0,0,1,2010,154300,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
79,50,50.0,7288,5,7,1925,2003,0.0,0.0,0.0,936.0,936.0,936,665,0,1601,0.0,0.0,2,0,3,1,6,0,1940.0,0.0,0.0,0,0,0,176,0,0,0,9,2007,129850,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,BrkTil,TA,Po,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,"""Attchd""",Unf,TA,TA,N,WD 
80,70,35.0,4571,5,7,1910,1950,0.0,168.0,0.0,448.0,616.0,616,616,0,1232,0.0,0.0,1,0,3,1,6,0,1920.0,2.0,480.0,280,0,143,0,0,0,0,6,2007,114000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,Fa,Y,WD 
81,20,63.0,17423,9,5,2008,2009,748.0,1904.0,0.0,312.0,1318.0,1405,0,0,2000,1.0,0.0,2,0,1,1,9,1,2009.0,3.0,576.0,0,60,0,0,0,0,0,7,2009,501837,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New
82,50,100.0,12665,5,8,1915,1950,0.0,0.0,0.0,876.0,876.0,876,540,0,1416,0.0,0.0,1,1,4,1,7,1,1949.0,3.0,576.0,418,0,194,0,0,0,0,6,2008,153900,RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
83,20,60.0,9000,4,7,1971,2006,0.0,240.0,0.0,624.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,1986.0,2.0,576.0,200,0,0,0,0,0,0,7,2009,130000,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD 
84,120,32.0,4500,6,5,1997,1997,197.0,864.0,0.0,325.0,1189.0,1189,0,0,1189,1.0,0.0,2,0,2,1,4,0,1997.0,2.0,392.0,0,122,0,0,0,0,0,4,2008,160500,RM,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD 
85,120,48.0,6373,9,5,2006,2006,572.0,415.0,0.0,1251.0,1318.0,1405,0,0,1666,1.0,0.0,2,0,2,1,6,1,2006.0,2.0,575.0,228,75,0,0,0,0,0,6,2006,310090,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New
86,20,67.0,10083,7,5,2003,2003,286.0,833.0,0.0,343.0,1176.0,1200,0,0,1200,1.0,0.0,2,0,2,1,5,0,2003.0,2.0,555.0,0,41,0,0,0,0,0,8,2009,184900,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
87,20,70.0,13300,5,7,1956,2000,0.0,377.0,0.0,551.0,928.0,928,0,0,928,0.0,0.0,1,0,2,1,4,0,1956.0,1.0,252.0,261,0,156,0,0,0,0,6,2007,132000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD 
88,20,80.0,9600,5,5,1969,1969,128.0,553.0,147.0,588.0,1288.0,1336,0,0,1336,0.0,1.0,2,0,3,1,6,1,1969.0,2.0,502.0,312,11,0,0,0,0,650,8,2009,163000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD 
89,160,30.0,3215,7,5,2004,2004,120.0,280.0,0.0,320.0,600.0,600,600,0,1200,0.0,0.0,2,1,2,1,4,0,2004.0,2.0,480.0,0,172,0,0,0,0,0,4,2010,155000,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,ConLD
90,80,68.0,11104,6,6,1969,1969,0.0,828.0,0.0,599.0,1318.0,1405,0,0,1427,0.0,1.0,2,0,4,1,7,0,1969.0,2.0,516.0,0,0,0,0,216,0,0,5,2008,183000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD 
91,60,68.0,15295,7,5,1996,2002,254.0,762.0,0.0,98.0,860.0,1212,780,0,1992,1.0,0.0,2,1,3,1,7,2,1996.0,2.0,576.0,225,32,0,0,0,0,0,6,2007,211000,RL,Pave,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Min2,Attchd,RFn,TA,TA,Y,WD 
92,60,70.0,9109,7,5,1994,1994,0.0,36.0,596.0,122.0,754.0,754,786,0,1540,1.0,0.0,2,1,3,1,6,0,1994.0,2.0,495.0,140,32,0,0,0,0,0,10,2009,184000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
93,90,64.0,7018,5,5,1979,1979,0.0,0.0,0.0,0.0,978.7369575816675,1405,0,0,1535,0.0,0.0,2,0,4,2,8,0,1979.0,2.0,400.0,0,0,0,0,0,0,0,6,2009,118858,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD 
94,80,68.0,14112,5,7,1964,1964,86.0,1014.0,0.0,138.0,1152.0,1152,0,0,1152,1.0,0.0,1,0,3,1,6,1,1964.0,2.0,484.0,227,0,0,0,0,0,0,4,2010,180500,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,TA,TA,PConc,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD 
95,120,80.0,3523,8,5,2006,2007,30.0,60.0,0.0,1081.0,1141.0,1151,0,0,1151,1.0,0.0,2,0,2,1,5,0,2006.0,2.0,484.0,0,60,0,0,0,0,0,2,2007,166000,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New
96,80,88.0,15312,6,5,1960,1960,54.0,588.0,0.0,550.0,1138.0,1138,0,0,1138,0.0,1.0,1,0,3,1,6,1,1960.0,2.0,480.0,0,0,0,0,140,0,0,3,2009,148000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,COD
97,20,74.0,7450,5,5,1956,1956,0.0,438.0,206.0,250.0,894.0,1074,0,0,1074,0.0,0.0,1,0,2,1,6,1,1966.0,2.0,396.0,0,72,0,0,0,0,0,1,2007,124000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,Gd,Min1,Detchd,Unf,TA,TA,Y,WD 
98,120,60.0,7313,9,5,2005,2005,246.0,1153.0,0.0,408.0,1318.0,1405,0,0,1561,1.0,0.0,2,0,2,1,6,1,2005.0,2.0,556.0,203,47,0,0,0,0,0,8,2007,277500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,WD 
99,60,83.0,10019,8,5,1995,1995,397.0,527.0,0.0,815.0,1318.0,1358,1368,0,2000,0.0,0.0,2,1,4,1,9,1,1995.0,3.0,576.0,307,169,168,0,0,0,0,6,2006,350000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD 
100,20,53.0,15401,9,5,2004,2004,296.0,1337.0,0.0,547.0,1318.0,1405,0,0,1884,1.0,0.0,2,0,2,1,7,1,2004.0,3.0,576.0,214,76,0,0,0,0,0,9,2008,387000,RL,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,WD 
